thisRow.t,notes,intrpduction.started,intrpduction.stopped,key_resp.keys,key_resp.rt,key_resp.duration,intro_A.started,key_resp_2.started,intro_A.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,focus.started,polygon_4.started,polygon_4.stopped,focus.stopped,text_A.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.03172600000016246,5.096018400000048,space,5.046693799999957,None,,,,,,,,,,,,546900,001,2024-10-21_20h40.24.916,untitled,2024.1.5,None,2024-10-21 20h40.29.426676 +0800,
,,,,,,,5.09603879999986,5.105320099999972,5.86575270000003,space,0.7581069999996544,None,,,,,,546900,001,2024-10-21_20h40.24.916,untitled,2024.1.5,None,2024-10-21 20h40.29.426676 +0800,
,,,,,,,,,,,,,5.865771499999937,5.870150499999909,,8.857480200000282,,546900,001,2024-10-21_20h40.24.916,untitled,2024.1.5,None,2024-10-21 20h40.29.426676 +0800,
,,,,,,,,,,,,,,,,,8.857494599999882,,,,,,,,
