circle_color,answer_correct,need_action,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,thisRow.t,notes,intrpduction.started,intrpduction.stopped,key_resp.keys,key_resp.rt,key_resp.duration,intro_A.started,key_resp_2.started,intro_A.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,focus.started,polygon_4.started,polygon_4.stopped,focus.stopped,black.started,black.stopped,text_A.started,polygon.started,key_resp_3.started,text_A.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,feedback1.started,text_3.started,key_resp_9.started,feedback1.stopped,key_resp_9.keys,key_resp_9.rt,key_resp_9.duration,intro_B.started,text_4.started,key_resp_5.started,intro_B.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,focus2.started,polygon_5.started,polygon_5.stopped,focus2.stopped,black2.started,text_5.started,text_5.stopped,black2.stopped,textB.started,polygon_2.started,key_resp_4.started,textB.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,polygon_2.stopped,key_resp_4.stopped,feedback2.started,text_6.started,key_resp_10.started,feedback2.stopped,key_resp_10.keys,key_resp_10.rt,key_resp_10.duration,intro_C.started,key_resp_6.started,intro_C.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,focus3.started,polygon_6.started,polygon_6.stopped,focus3.stopped,black3.started,text_8.started,text_8.stopped,black3.stopped,texkC.started,polygon_3.started,key_resp_7.started,texkC.stopped,key_resp_7.keys,key_resp_7.corr,key_resp_7.rt,key_resp_7.duration,feedback3.started,text_9.started,key_resp_8.started,feedback3.stopped,key_resp_8.keys,key_resp_8.corr,key_resp_8.rt,key_resp_8.duration,end.started,text_10.started,text_10.stopped,end.stopped,participant,session,name,age,gender,date,expName,psychopyVersion,frameRate,expStart,
blue,f,0,,,,,1,3,13,9,,,,,150.24701969999842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.24043059999894,150.24701969999842,153.2400463999984,153.23345059999883,153.2334624999985,153.2400463999984,153.63591300000007,153.62912759999926,153.62913669999944,153.63591300000007,153.63591300000007,156.6222576,None,,,156.62889039999936,156.62889039999936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,414230,001,,,,2024-10-21_22h49.15.860,untitled,2024.1.5,None,2024-10-21 22h49.27.323801 +0800,
red,j,1,,,,,1,4,14,8,,,,,156.62889039999936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.62243729999864,156.62889039999936,158.621989199999,158.6153058,158.61531709999872,158.621989199999,159.01785399999972,159.01109600000018,159.0111057999984,159.01785399999972,159.01785399999972,159.61553509999976,j,0.5916607000017393,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,414230,001,,,,2024-10-21_22h49.15.860,untitled,2024.1.5,None,2024-10-21 22h49.27.323801 +0800,
blue,f,0,,,,,1,5,15,5,,,,,159.62199299999884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.61578149999877,159.62199299999884,162.61503529999936,162.60834479999903,162.60835699999916,162.61503529999936,163.0109278,163.00413429999935,163.00414269999965,163.0109278,163.0109278,165.99737209999876,None,,,166.0039388999994,166.0039388999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,414230,001,,,,2024-10-21_22h49.15.860,untitled,2024.1.5,None,2024-10-21 22h49.27.323801 +0800,
red,j,1,,,,,1,6,16,6,,,,,166.0039388999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.99755659999937,166.0039388999994,169.99692099999993,169.99028379999982,169.990295399999,169.99692099999993,170.39288249999845,170.38617799999884,170.38618719999977,170.39288249999845,170.39288249999845,170.7474373999994,j,0.3500008999999409,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,414230,001,,,,2024-10-21_22h49.15.860,untitled,2024.1.5,None,2024-10-21 22h49.27.323801 +0800,
red,j,1,,,,,1,7,17,2,,,,,170.75389919999907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.74765149999985,170.75389919999907,174.74697689999994,174.7403532999997,174.74036499999966,174.74697689999994,175.14283439999963,175.13613009999972,175.1361393999996,175.14283439999963,175.14283439999963,175.69982199999868,j,0.5531945000002452,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,414230,001,,,,2024-10-21_22h49.15.860,untitled,2024.1.5,None,2024-10-21 22h49.27.323801 +0800,
red,j,1,,,,,1,8,18,4,,,,,175.70533029999933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.70004019999942,175.70533029999933,179.69834469999842,179.69166249999944,179.69167430000016,179.69834469999842,180.09423739999875,180.0874759999988,180.08748509999896,180.09423739999875,180.09423739999875,180.37947279999935,j,0.2810375999997632,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,414230,001,,,,2024-10-21_22h49.15.860,untitled,2024.1.5,None,2024-10-21 22h49.27.323801 +0800,
blue,f,0,,,,,1,9,19,3,,,,,180.3858242999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.37972199999967,180.3858242999995,184.3788556999989,184.373416299999,184.37342929999977,184.3788556999989,184.77480659999856,184.76793120000002,184.7679389999994,184.77480659999856,184.77480659999856,187.76104489999852,None,,,187.76786339999853,187.76786339999853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,414230,001,,,,2024-10-21_22h49.15.860,untitled,2024.1.5,None,2024-10-21 22h49.27.323801 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.7611410999998,187.76786339999853,187.76786339999853,189.20588169999974,space,1.433570299999701,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,414230,001,,,,2024-10-21_22h49.15.860,untitled,2024.1.5,None,2024-10-21 22h49.27.323801 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.20590159999847,189.2125144999991,191.7272524,space,2.5136879999990924,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,414230,001,,,,2024-10-21_22h49.15.860,untitled,2024.1.5,None,2024-10-21 22h49.27.323801 +0800,
blue,f,0,,,,,,,,,0,0,0,1,191.73977109999942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191.73732149999887,191.73977109999942,195.73305749999963,195.72670669999934,195.7267198999998,195.73305749999963,196.12896209999963,196.12218439999924,196.12219399999958,196.12896209999963,196.12896209999963,197.33827239999846,f,1,1.2085495999999694,None,,,,,,,,,,,,,414230,001,,,,2024-10-21_22h49.15.860,untitled,2024.1.5,None,2024-10-21 22h49.27.323801 +0800,
red,j,1,,,,,,,,,0,1,1,8,197.3441812000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.33926269999938,197.3441812000001,199.33728429999974,199.33052019999923,199.33053259999906,199.33728429999974,199.73330729999907,199.72656499999903,199.72657699999945,199.73330729999907,199.73330729999907,200.0807619999996,j,1,0.34026190000076895,None,,,,,,,,,,,,,414230,001,,,,2024-10-21_22h49.15.860,untitled,2024.1.5,None,2024-10-21 22h49.27.323801 +0800,
blue,f,0,,,,,,,,,0,2,2,3,200.08720659999926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.0810208999992,200.08720659999926,202.08030359999975,202.0748810999994,202.07490009999856,202.08030359999975,202.47616329999983,202.4703157999993,202.4703269999991,202.47616329999983,202.47616329999983,202.98364009999932,f,1,0.5022783000003983,None,,,,,,,,,,,,,414230,001,,,,2024-10-21_22h49.15.860,untitled,2024.1.5,None,2024-10-21 22h49.27.323801 +0800,
red,j,1,,,,,,,,,0,3,3,2,202.9901073000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.9838777999994,202.9901073000001,205.9830168999997,205.9768167000002,205.97683030000007,205.9830168999997,206.37899709999874,206.37225779999972,206.37226889999874,206.37899709999874,206.37899709999874,207.1227848999988,j,1,0.7373330000009446,None,,,,,,,,,,,,,414230,001,,,,2024-10-21_22h49.15.860,untitled,2024.1.5,None,2024-10-21 22h49.27.323801 +0800,
blue,f,0,,,,,,,,,0,4,4,9,207.12897969999904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.1231700999997,207.12897969999904,209.12192479999976,209.11518660000002,209.1152024999992,209.12192479999976,209.51799749999918,209.5111369999995,209.51114760000019,209.51799749999918,209.51799749999918,210.17147680000016,f,1,0.6528621999987081,None,,,,,,,,,,,,,414230,001,,,,2024-10-21_22h49.15.860,untitled,2024.1.5,None,2024-10-21 22h49.27.323801 +0800,
blue,f,0,,,,,,,,,0,5,5,5,210.17749289999847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.1716994999988,210.17749289999847,213.17207379999854,213.16545159999987,213.1654641999994,213.17207379999854,,213.68834059999972,213.6883539999999,213.74123399999917,213.74123399999917,214.8376301999997,f,1,1.0893754000007903,None,,,,,,,,,,,,,414230,001,,,,2024-10-21_22h49.15.860,untitled,2024.1.5,None,2024-10-21 22h49.27.323801 +0800,
red,j,1,,,,,,,,,0,6,6,4,214.84418539999933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214.83785149999858,214.84418539999933,218.8371780999987,218.83053560000008,218.8305470999985,218.8371780999987,219.23311049999938,219.22632579999845,219.22633469999892,219.23311049999938,219.23311049999938,219.6501460999989,j,1,0.4133739000008063,None,,,,,,,,,,,,,414230,001,,,,2024-10-21_22h49.15.860,untitled,2024.1.5,None,2024-10-21 22h49.27.323801 +0800,
red,j,1,,,,,,,,,0,7,7,6,219.6566974999987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219.65036959999998,219.6566974999987,222.6497320999988,222.64299439999922,222.64300679999906,222.6497320999988,223.04566669999986,223.0389129999985,223.03892319999977,223.04566669999986,223.04566669999986,223.82380310000008,j,1,0.7760851000002731,None,,,,,,,,,,,,,414230,001,,,,2024-10-21_22h49.15.860,untitled,2024.1.5,None,2024-10-21 22h49.27.323801 +0800,
blue,f,0,,,,,,,,,0,8,8,7,223.83024729999852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.8240549000002,223.83024729999852,225.8233478000002,225.8166425999989,225.81665449999855,225.8233478000002,226.21922359999917,226.21242410000013,226.2124334,226.21922359999917,226.21922359999917,226.71966769999926,f,1,0.4948822000005748,None,,,,,,,,,,,,,414230,001,,,,2024-10-21_22h49.15.860,untitled,2024.1.5,None,2024-10-21 22h49.27.323801 +0800,
red,j,1,,,,,,,,,0,9,9,0,226.7261344999988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.7198933999989,226.7261344999988,230.71919269999853,230.71249539999917,230.7125073999996,230.71919269999853,231.1150035999999,231.10828330000004,231.10829269999886,231.1150035999999,231.1150035999999,231.68621089999942,j,1,0.568395899999814,None,,,,,,,,,,,,,414230,001,,,,2024-10-21_22h49.15.860,untitled,2024.1.5,None,2024-10-21 22h49.27.323801 +0800,
blue,f,0,,,,,,,,,1,0,10,9,231.6914373999989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231.6864741999998,231.6914373999989,234.6844498999999,234.6777078999985,234.67771999999968,234.6844498999999,235.080350799999,235.07385019999856,235.07386249999945,235.080350799999,235.080350799999,235.80989969999973,f,1,0.7235631000003195,None,,,,,,,,,,,,,414230,001,,,,2024-10-21_22h49.15.860,untitled,2024.1.5,None,2024-10-21 22h49.27.323801 +0800,
blue,f,0,,,,,,,,,1,1,11,7,235.8163685999989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235.81013209999946,235.8163685999989,238.8094508999984,238.8027224999987,238.80273419999867,238.8094508999984,239.2052840999986,239.19851749999907,239.1985268999997,239.2052840999986,239.2052840999986,239.88633169999957,f,1,0.6763811000000715,None,,,,,,,,,,,,,414230,001,,,,2024-10-21_22h49.15.860,untitled,2024.1.5,None,2024-10-21 22h49.27.323801 +0800,
red,j,1,,,,,,,,,1,2,12,0,239.89274139999907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239.8865722999999,239.89274139999907,243.88585819999935,243.87910199999897,243.8791139999994,243.88585819999935,244.28174599999875,244.27495819999967,244.2749735999987,244.28174599999875,244.28174599999875,244.76818349999849,j,1,0.4840933999985282,None,,,,,,,,,,,,,414230,001,,,,2024-10-21_22h49.15.860,untitled,2024.1.5,None,2024-10-21 22h49.27.323801 +0800,
blue,f,0,,,,,,,,,1,3,13,1,244.77474409999922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244.76841179999974,244.77474409999922,248.76771889999873,248.76103519999924,248.76104750000013,248.76771889999873,249.16368559999864,249.15685139999914,249.15686219999952,249.16368559999864,249.16368559999864,249.9556524999989,f,1,0.7854557999999088,None,,,,,,,,,,,,,414230,001,,,,2024-10-21_22h49.15.860,untitled,2024.1.5,None,2024-10-21 22h49.27.323801 +0800,
red,j,1,,,,,,,,,1,4,14,8,249.96217419999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249.95593240000017,249.96217419999994,253.95525189999898,253.94847739999932,253.94848999999886,253.95525189999898,254.35160449999967,254.34429399999863,254.34430369999973,254.35160449999967,254.35160449999967,254.6709164999993,j,1,0.3172701000003144,None,,,,,,,,,,,,,414230,001,,,,2024-10-21_22h49.15.860,untitled,2024.1.5,None,2024-10-21 22h49.27.323801 +0800,
red,j,1,,,,,,,,,1,5,15,2,254.67750329999944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254.67115849999936,254.67750329999944,256.6705602000002,256.6638297999998,256.66384239999934,256.6705602000002,257.0664507999991,257.0595967999998,257.05960629999936,257.0664507999991,257.0664507999991,257.48360069999944,j,1,0.4165335000016057,None,,,,,,,,,,,,,414230,001,,,,2024-10-21_22h49.15.860,untitled,2024.1.5,None,2024-10-21 22h49.27.323801 +0800,
blue,f,0,,,,,,,,,1,6,16,3,257.4900584999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257.48383209999884,257.4900584999996,261.48302279999916,261.47645249999914,261.47646559999885,261.48302279999916,261.87244629999987,261.8656940000001,261.86570389999906,261.87244629999987,261.87244629999987,262.43482159999985,f,1,0.5586199999997916,None,,,,,,,,,,,,,414230,001,,,,2024-10-21_22h49.15.860,untitled,2024.1.5,None,2024-10-21 22h49.27.323801 +0800,
blue,f,0,,,,,,,,,1,7,17,5,262.44134889999987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262.4350513999998,262.44134889999987,266.4344465999984,266.42774739999913,266.42775919999985,266.4344465999984,266.83025540000017,266.82361709999896,266.8236289999986,266.83025540000017,266.83025540000017,267.2334713,f,1,0.39667259999987436,None,,,,,,,,,,,,,414230,001,,,,2024-10-21_22h49.15.860,untitled,2024.1.5,None,2024-10-21 22h49.27.323801 +0800,
red,j,1,,,,,,,,,1,8,18,6,267.2400130999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267.2336937,267.2400130999995,271.23305809999874,271.2263979999989,271.22641229999863,271.23305809999874,271.6289231999999,271.6222479999997,271.62225729999955,271.6289231999999,271.6289231999999,272.2612535999997,j,1,0.6312959999995655,None,,,,,,,,,,,,,414230,001,,,,2024-10-21_22h49.15.860,untitled,2024.1.5,None,2024-10-21 22h49.27.323801 +0800,
red,j,1,,,,,,,,,1,9,19,4,272.2677234999992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272.26147630000014,272.2677234999992,275.2607952999988,275.2540649999992,275.2540775999987,275.2607952999988,275.65670259999933,275.65000279999913,275.650012099999,275.65670259999933,275.65670259999933,276.03903679999894,j,1,0.37906370000018796,None,,,,,,,,,,,,,414230,001,,,,2024-10-21_22h49.15.860,untitled,2024.1.5,None,2024-10-21 22h49.27.323801 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276.0392154000001,276.04994329999863,276.04994329999863,278.60854459999973,space,0,2.5522681000002194,None,,,,,414230,001,,,,2024-10-21_22h49.15.860,untitled,2024.1.5,None,2024-10-21 22h49.27.323801 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278.6085664000002,278.61498089999986,281.6079828000002,281.60132989999875,414230,001,,,,2024-10-21_22h49.15.860,untitled,2024.1.5,None,2024-10-21 22h49.27.323801 +0800,
